GENE_ID,GENE,number_case,number_control,case_fold, control_fold,case_percentage,control_percentage, absolute_overrepresentation
ENSG00000254806,SYS1-DBNDD2,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000262636,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000254815,LMNTD2-AS1,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000262728,name not found,6,8,0.43,-0.57,35.29,44.44,9.15
ENSG00000263171,name not found,2,10,0.17,-0.83,11.76,55.56,43.79
ENSG00000268179,name not found,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000263462,name not found,4,9,0.31,-0.69,23.53,50.0,26.47
ENSG00000268204,name not found,5,1,0.83,-0.17,29.41,5.56,23.86
ENSG00000263494,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000272154,name not found,7,6,0.54,-0.46,41.18,33.33,7.84
ENSG00000255026,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000268400,name not found,8,3,0.73,-0.27,47.06,16.67,30.39
ENSG00000268470,name not found,13,12,0.52,-0.48,76.47,66.67,9.8
ENSG00000264048,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000224387,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000272921,name not found,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000264286,name not found,3,12,0.2,-0.8,17.65,66.67,49.02
ENSG00000255201,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000268861,name not found,6,11,0.35,-0.65,35.29,61.11,25.82
ENSG00000203867,RBM20,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000263218,name not found,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000273167,name not found,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000262580,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000269363,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000263582,name not found,9,10,0.47,-0.53,52.94,55.56,2.61
ENSG00000225370,name not found,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000224871,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000263620,name not found,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000264024,MIR4507,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000255854,name not found,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000239011,name not found,5,10,0.33,-0.67,29.41,55.56,26.14
ENSG00000265528,name not found,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000264085,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000269913,name not found,10,9,0.53,-0.47,58.82,50.0,8.82
ENSG00000256188,TAS2R30,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000269956,MKNK1-AS1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000265680,name not found,0,5,0.0,-1.0,0.0,27.78,27.78
ENSG00000256407,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000228350,LINC02585,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000264449,name not found,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000239713,APOBEC3G,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000228434,name not found,0,5,0.0,-1.0,0.0,27.78,27.78
ENSG00000214063,TSPAN4,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000238082,NUDCP2,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000266223,name not found,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000266302,name not found,0,6,0.0,-1.0,0.0,33.33,33.33
ENSG00000253200,name not found,5,2,0.71,-0.29,29.41,11.11,18.3
ENSG00000228839,PIK3IP1-DT,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000270760,name not found,10,7,0.59,-0.41,58.82,38.89,19.93
ENSG00000238622,SNORD97,1,6,0.14,-0.86,5.88,33.33,27.45
ENSG00000265393,name not found,5,8,0.38,-0.62,29.41,44.44,15.03
ENSG00000271627,NKAIN1P2,12,10,0.55,-0.45,70.59,55.56,15.03
ENSG00000259243,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000240521,name not found,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000271751,name not found,5,9,0.36,-0.64,29.41,50.0,20.59
ENSG00000265747,name not found,0,5,0.0,-1.0,0.0,27.78,27.78
ENSG00000253535,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000259424,IRAIN,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000226696,LENG8-AS1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000239486,name not found,5,2,0.71,-0.29,29.41,11.11,18.3
ENSG00000272045,name not found,7,6,0.54,-0.46,41.18,33.33,7.84
ENSG00000241528,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000272186,VPS11-DT,5,9,0.36,-0.64,29.41,50.0,20.59
ENSG00000226944,RNF207-AS1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000266729,DSG1-AS1,8,8,0.5,-0.5,47.06,44.44,2.61
ENSG00000266865,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000266896,name not found,3,7,0.3,-0.7,17.65,38.89,21.24
ENSG00000239969,name not found,5,2,0.71,-0.29,29.41,11.11,18.3
ENSG00000267232,name not found,7,11,0.39,-0.61,41.18,61.11,19.93
ENSG00000241945,PWP2,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000272395,IFNL4,10,11,0.48,-0.52,58.82,61.11,2.29
ENSG00000260639,name not found,5,6,0.45,-0.55,29.41,33.33,3.92
ENSG00000272458,MIR432,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000267048,name not found,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000267552,name not found,6,6,0.5,-0.5,35.29,33.33,1.96
ENSG00000230148,HOXB-AS1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000213338,ATF4P1,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000242220,TCP10L,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000267047,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000272682,name not found,6,6,0.5,-0.5,35.29,33.33,1.96
ENSG00000228570,NUTM2E,6,3,0.67,-0.33,35.29,16.67,18.63
ENSG00000267633,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000267795,SMIM22,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000272949,name not found,9,5,0.64,-0.36,52.94,27.78,25.16
ENSG00000220575,HTR5A-AS1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000267318,name not found,3,6,0.33,-0.67,17.65,33.33,15.69
ENSG00000227646,STEAP2-AS1,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000267952,name not found,9,14,0.39,-0.61,52.94,77.78,24.84
ENSG00000213865,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000273003,ARL2-SNX15,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000227775,name not found,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000228201,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000268278,name not found,10,15,0.4,-0.6,58.82,83.33,24.51
ENSG00000268500,SIGLEC5,10,12,0.45,-0.55,58.82,66.67,7.84
ENSG00000267706,name not found,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000261713,SSTR5-AS1,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000243290,IGKV1-12,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000241839,PLEKHO2,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000231584,FAHD2CP,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000254995,STX16-NPEPL1,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000268265,name not found,13,15,0.46,-0.54,76.47,83.33,6.86
ENSG00000206991,RNU6-610P,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000243968,RN7SL402P,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000267892,name not found,3,8,0.27,-0.73,17.65,44.44,26.8
ENSG00000268858,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000203761,MSTO2P,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000263414,MIR3187,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000269110,name not found,4,6,0.4,-0.6,23.53,33.33,9.8
ENSG00000269237,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000268650,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000243649,CFB,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000269371,name not found,8,14,0.36,-0.64,47.06,77.78,30.72
ENSG00000233101,HOXB-AS3,10,4,0.71,-0.29,58.82,22.22,36.6
ENSG00000269476,name not found,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000269547,name not found,6,9,0.4,-0.6,35.29,50.0,14.71
ENSG00000264007,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000234678,ELF3-AS1,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000228383,FAM197Y7,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000264031,ABHD15-AS1,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000269886,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000230728,name not found,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000264655,PPIAP54,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000225138,SLC9A3-AS1,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000249158,PCDHA11,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000244255,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000244393,name not found,9,4,0.69,-0.31,52.94,22.22,30.72
ENSG00000256870,SLC5A8,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000224226,name not found,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000249494,name not found,5,10,0.33,-0.67,29.41,55.56,26.14
ENSG00000234494,SP2-AS1,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000271321,CTAGE6,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000232871,SEC1P,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000257337,name not found,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000271748,name not found,6,7,0.46,-0.54,35.29,38.89,3.59
ENSG00000234776,C11orf94,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000271742,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000250261,CCDC74BP1,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000257829,name not found,9,8,0.53,-0.47,52.94,44.44,8.5
ENSG00000266208,name not found,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000215998,name not found,4,0,1.0,0.0,23.53,0.0,23.53
ENSG00000198742,SMURF1,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000257913,DDN-AS1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000248290,TNXA,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000232350,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000258253,name not found,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000251148,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000258472,name not found,5,9,0.36,-0.64,29.41,50.0,20.59
ENSG00000233041,PHGR1,5,2,0.71,-0.29,29.41,11.11,18.3
ENSG00000272078,name not found,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000233838,DPH3P1,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000249240,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000272396,name not found,10,11,0.48,-0.52,58.82,61.11,2.29
ENSG00000267120,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000271913,TAGAP-AS1,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000231342,name not found,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000272679,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000272897,name not found,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000272991,name not found,5,6,0.45,-0.55,29.41,33.33,3.92
ENSG00000250349,name not found,3,7,0.3,-0.7,17.65,38.89,21.24
ENSG00000259455,name not found,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000273184,name not found,6,8,0.43,-0.57,35.29,44.44,9.15
ENSG00000272448,name not found,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000267551,GNA15-DT,6,8,0.43,-0.57,35.29,44.44,9.15
ENSG00000250535,STK19B,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000267748,name not found,5,10,0.33,-0.67,29.41,55.56,26.14
ENSG00000273333,name not found,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000259890,DNM1P50,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000259901,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000254184,name not found,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000260027,HOXB7,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000260128,ULK4P2,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000251661,name not found,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000238272,name not found,7,7,0.5,-0.5,41.18,38.89,2.29
ENSG00000260190,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000238551,RNU6-1193P,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000238683,name not found,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000253099,RNU2-60P,7,4,0.64,-0.36,41.18,22.22,18.95
ENSG00000230316,FEZF1-AS1,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000235681,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000261337,name not found,5,5,0.5,-0.5,29.41,27.78,1.63
ENSG00000253597,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000253664,name not found,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000261691,name not found,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000230958,name not found,7,6,0.54,-0.46,41.18,33.33,7.84
ENSG00000269915,name not found,8,6,0.57,-0.43,47.06,33.33,13.73
ENSG00000253780,IGHVIII-2-1,8,8,0.5,-0.5,47.06,44.44,2.61
ENSG00000261962,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000256673,name not found,12,11,0.52,-0.48,70.59,61.11,9.48
ENSG00000207736,MIR657,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000271894,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000241484,ARHGAP8,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000211563,MIR3065,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000241850,name not found,7,5,0.58,-0.42,41.18,27.78,13.4
ENSG00000206249,name not found,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000263644,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000242317,name not found,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000215304,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000255089,name not found,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000255115,name not found,3,7,0.3,-0.7,17.65,38.89,21.24
ENSG00000255125,name not found,1,6,0.14,-0.86,5.88,33.33,27.45
ENSG00000272927,name not found,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000242908,AADACL2-AS1,5,5,0.5,-0.5,29.41,27.78,1.63
ENSG00000227237,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000265257,name not found,2,9,0.18,-0.82,11.76,50.0,38.24
ENSG00000259596,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000265329,name not found,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000259628,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000244691,RPL10AP1,1,6,0.14,-0.86,5.88,33.33,27.45
ENSG00000238258,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000241106,HLA-DOB,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000228318,name not found,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000265575,name not found,2,5,0.29,-0.71,11.76,27.78,16.01
ENSG00000241266,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000221444,name not found,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000260062,GOLGA2P11,4,8,0.33,-0.67,23.53,44.44,20.92
ENSG00000266053,NDUFV2-AS1,2,9,0.18,-0.82,11.76,50.0,38.24
ENSG00000214360,EFCAB9,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000256463,SALL3,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000244586,WNT5A-AS1,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000260375,name not found,4,8,0.33,-0.67,23.53,44.44,20.92
ENSG00000242082,SLC5A4-AS1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000205856,C22orf42,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000260661,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000249007,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000242590,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000248405,PRR5-ARHGAP8,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000260807,CEROX1,3,6,0.33,-0.67,17.65,33.33,15.69
ENSG00000266964,FXYD1,7,8,0.47,-0.53,41.18,44.44,3.27
ENSG00000260869,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000266989,FTLP5,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000248932,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000249825,THBS4-AS1,4,4,0.5,-0.5,23.53,22.22,1.31
ENSG00000261332,name not found,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000223642,name not found,7,0,1.0,0.0,41.18,0.0,41.18
ENSG00000261346,name not found,4,5,0.44,-0.56,23.53,27.78,4.25
ENSG00000259498,TPM1-AS,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000261459,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000243943,ZNF512,7,3,0.7,-0.3,41.18,16.67,24.51
ENSG00000250067,YJEFN3,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000261732,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000246448,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000237227,name not found,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000268230,name not found,5,6,0.45,-0.55,29.41,33.33,3.92
ENSG00000248049,UBA6-AS1,8,3,0.73,-0.27,47.06,16.67,30.39
ENSG00000260228,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000248508,SRP14-AS1,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000268895,A1BG-AS1,5,6,0.45,-0.55,29.41,33.33,3.92
ENSG00000238340,name not found,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000260617,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000268965,name not found,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000260629,BGLT3,7,9,0.44,-0.56,41.18,50.0,8.82
ENSG00000269235,ZNF350-AS1,0,4,0.0,-1.0,0.0,22.22,22.22
ENSG00000261041,name not found,7,4,0.64,-0.36,41.18,22.22,18.95
ENSG00000248767,FOXL3,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000225945,name not found,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000248999,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000261373,VPS9D1-AS1,4,10,0.29,-0.71,23.53,55.56,32.03
ENSG00000265590,CFAP298-TCP10L,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000262670,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000254574,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000250264,name not found,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000240868,C1QTNF9-AS1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000265864,name not found,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000266077,name not found,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000241075,name not found,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000263831,MIR378E,5,4,0.56,-0.44,29.41,22.22,7.19
ENSG00000249693,THEGL,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000266739,name not found,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000240563,L1TD1,6,5,0.55,-0.45,35.29,27.78,7.52
ENSG00000251664,PCDHA12,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000249773,name not found,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000267149,name not found,1,5,0.17,-0.83,5.88,27.78,21.9
ENSG00000251184,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000253364,COPDA1,8,3,0.73,-0.27,47.06,16.67,30.39
ENSG00000267257,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000255498,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000267426,name not found,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000265888,DSCAS,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000237763,AMY1A,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000256249,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000229978,PRAMEF36P,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000238397,name not found,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000268199,name not found,0,5,0.0,-1.0,0.0,27.78,27.78
ENSG00000258210,name not found,4,6,0.4,-0.6,23.53,33.33,9.8
ENSG00000239810,PRAMEF11,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000258417,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000254662,name not found,4,0,1.0,0.0,23.53,0.0,23.53
ENSG00000248445,SEMA6A-AS1,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000231889,TRAF3IP2-AS1,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000248713,C4orf54,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000268923,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000255104,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000269318,name not found,7,4,0.64,-0.36,41.18,22.22,18.95
ENSG00000258674,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000269403,name not found,2,8,0.2,-0.8,11.76,44.44,32.68
ENSG00000268112,name not found,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000268149,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000255966,name not found,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000269807,name not found,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000256005,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000256066,name not found,7,1,0.88,-0.12,41.18,5.56,35.62
ENSG00000259516,ANP32AP1,1,6,0.14,-0.86,5.88,33.33,27.45
ENSG00000268496,name not found,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000254756,name not found,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000250305,TRMT9B,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000255198,SNHG9,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000255663,name not found,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000269194,name not found,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000260095,name not found,10,5,0.67,-0.33,58.82,27.78,31.05
ENSG00000258334,name not found,4,2,0.67,-0.33,23.53,11.11,12.42
ENSG00000255513,name not found,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000271980,name not found,10,5,0.67,-0.33,58.82,27.78,31.05
ENSG00000256206,name not found,6,3,0.67,-0.33,35.29,16.67,18.63
ENSG00000234780,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000260411,name not found,4,7,0.36,-0.64,23.53,38.89,15.36
ENSG00000260772,name not found,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000259080,name not found,7,3,0.7,-0.3,41.18,16.67,24.51
ENSG00000270105,name not found,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000257545,name not found,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000257285,name not found,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000257365,FNTB,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000236179,PRAMEF35P,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000254413,CHKB-CPT1B,3,4,0.43,-0.57,17.65,22.22,4.58
ENSG00000273175,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000261602,name not found,5,3,0.62,-0.38,29.41,16.67,12.75
ENSG00000273398,name not found,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000252475,RNU6-1332P,4,6,0.4,-0.6,23.53,33.33,9.8
ENSG00000258705,name not found,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000262660,name not found,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000259132,name not found,4,3,0.57,-0.43,23.53,16.67,6.86
ENSG00000260394,LINC02867,6,3,0.67,-0.33,35.29,16.67,18.63
ENSG00000263397,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000260882,name not found,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000248672,LY75-CD302,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000255292,name not found,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000261203,name not found,4,0,1.0,0.0,23.53,0.0,23.53
ENSG00000273259,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000256121,name not found,2,3,0.4,-0.6,11.76,16.67,4.9
ENSG00000261546,name not found,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000238734,name not found,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000256514,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000253071,name not found,3,3,0.5,-0.5,17.65,16.67,0.98
ENSG00000261701,HPR,3,1,0.75,-0.25,17.65,5.56,12.09
ENSG00000254667,name not found,1,4,0.2,-0.8,5.88,22.22,16.34
ENSG00000257046,SLCO1B3-SLCO1B7,2,4,0.33,-0.67,11.76,22.22,10.46
ENSG00000262246,CORO7,8,4,0.67,-0.33,47.06,22.22,24.84
ENSG00000262262,name not found,4,0,1.0,0.0,23.53,0.0,23.53
ENSG00000261286,ATP2C2-AS1,2,2,0.5,-0.5,11.76,11.11,0.65
ENSG00000258458,name not found,5,1,0.83,-0.17,29.41,5.56,23.86
ENSG00000265931,name not found,1,3,0.25,-0.75,5.88,16.67,10.78
ENSG00000266722,name not found,3,2,0.6,-0.4,17.65,11.11,6.54
ENSG00000263991,name not found,5,2,0.71,-0.29,29.41,11.11,18.3
ENSG00000241459,name not found,4,1,0.8,-0.2,23.53,5.56,17.97
ENSG00000264385,name not found,5,2,0.71,-0.29,29.41,11.11,18.3
